rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
578157,"Costumier transfigured ""Risky Business"" actor (3,6)",TOMCRUISE,,16d,,"NY Times, Sunday, May 16, 2010 Cryptic Crossword",nytimes/C May1610.2.puz,nytimes
578158,"Greeting Peg aloud for an evening meal (4,3)",HIGHTEA,,18d,,"NY Times, Sunday, May 16, 2010 Cryptic Crossword",nytimes/C May1610.2.puz,nytimes
578159,"Annoying bureaucratic procedures predate changes (3,4)",REDTAPE,,19d,,"NY Times, Sunday, May 16, 2010 Cryptic Crossword",nytimes/C May1610.2.puz,nytimes
578160,Plains tribe making much of tomahawks (5),OMAHA,,21d,,"NY Times, Sunday, May 16, 2010 Cryptic Crossword",nytimes/C May1610.2.puz,nytimes
578161,Stair damaged many 13-Acrosses (5),TARSI,,22d,,"NY Times, Sunday, May 16, 2010 Cryptic Crossword",nytimes/C May1610.2.puz,nytimes
578162,Stuff left in stomach (4),GLUT,,23d,,"NY Times, Sunday, May 16, 2010 Cryptic Crossword",nytimes/C May1610.2.puz,nytimes
578385,Show that makes you tense (7),PRESENT,,1a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578386,State unfortunately having a king overthrown (6),ALASKA,,5a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578387,"A CD parent played -- for someone moving to the music? (3,6)",TAPDANCER,,10a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578388,"Inventor high-minded, but becoming a bit twisted at the end (5)",NOBEL,,11a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578389,Studious sort encountered in dinner dance (4),NERD,,12a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578390,"Office materials not being transported, we hear (10)",STATIONERY,,13a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578391,Light meals men finally packed into bags (6),SNACKS,,14a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578392,Country garden with some weeds initially at the front (6),SWEDEN,,16a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578393,President is liberal no more (6),MONROE,,18a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578394,It's little Susan in the paper (6),TISSUE,,20a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578395,"Exceptionally adroit man, I may get acclaim (10)",ADMIRATION,,23a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578396,Alcoholic's round after victory (4),WINO,,25a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578397,A cold journey for the most part? It's bitter! (5),ACRID,,27a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578398,Terrible ordeal? Give them a grin somehow (9),NIGHTMARE,,28a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578399,Truncated oriental festival (6),EASTER,,29a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578400,Anguish created by guys in the wrong (7),TORMENT,,30a,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578401,Obvious document for an inventor to get (6),PATENT,,1d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578402,One prates oddly in a language few can understand (9),ESPERANTO,,2d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578403,Dash made by antelope deprived of tail (4),ELAN,,3d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578404,Old historian understood America (7),TACITUS,,4d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578405,"Unsociable types, including academic city-dwellers in the U.K. (9)",LONDONERS,,6d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578406,Fur bought primarily in special-offer event (5),SABLE,,7d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578407,Narrow passages in ships? No good! (6),ALLEYS,,8d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578408,Deserter caught by American troops gets free (6),GRATIS,,9d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578409,Something supplied to a printer that may go into a magazine (9),CARTRIDGE,,15d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578410,Explain tricky clue one time (9),ELUCIDATE,,17d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578411,Carry on with English nurse -- grabbing a kiss! (6),EXTEND,,19d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578412,"An idea -- however daft, ultimately (7)",THOUGHT,,20d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578413,Situation in which to find a magnificent building (6),PALACE,,21d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578414,Company man is convincing (6),COGENT,,22d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578415,Gospel writer's symbols (5),MARKS,,24d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
578416,Celebrity to begin but not finish (4),STAR,,26d,,"NY Times, Sunday, May 15, 2011 Cryptic Crossword",nytimes/C May1511.2.puz,nytimes
577707,"Bounding inside little group of stores (8,4)",SHOPPINGMALL,,1a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577708,Make up in the early afternoon (5),ATONE,,9a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577709,Place in Morocco bog traps libertine (9),MARRAKESH,,10a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577710,See friend returning portable computers (7),LAPTOPS,,11a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577711,Plain identification accepted by social activity (7),EVIDENT,,12a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577712,A skit I pan disturbed a resident of Islamabad (9),PAKISTANI,,13a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577713,Summarize return of Indiana athlete (5),RECAP,,15a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577714,Student finally requests things to do (5),TASKS,,17a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577715,Demanding sister contributing to design (9),INSISTENT,,19a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577716,Most suggestive act ires eccentric (7),RACIEST,,22a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577717,Safire bothered by adult-rated sitcom (7),FRASIER,,24a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577718,"Sat back, in the end, for a cup of coffee (9)",DEMITASSE,,25a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577719,Have high esteem for snoops at a hearing (5),PRIZE,,26a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577720,"Zoo activity involves strings, dishes and utensils (5,7)",PLACESETTING,,27a,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577721,Tortoises down on the ground caught by parts of a wheel (9),SLOWPOKES,,1d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577722,Fur company raised animals used in coats (7),OCELOTS,,2d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577723,Relentlessly questions pitcher and umpires (5),PUMPS,,3d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577724,Be in charge of retro TV show where young children play (9),NURSERIES,,4d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577725,More substantial occupation absorbs Oakland ballplayer (7),MEATIER,,5d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577726,Middle Ages supporting position! (5),LIEGE,,6d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577727,Contrarily influence a good pollster (6),GALLUP,,7d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577728,"Can it eat outside a shack? (4,2)",SHUTUP,,8d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577729,"Marshal dictates first of several severe trials (4,5)",ACIDTESTS,,14d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577730,Awarding extremes of character modification (9),CREDITING,,16d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577731,Business gets one bitter denunciation (6),TIRADE,,17d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577732,Revolutionary pickets nonbeliever (7),SKEPTIC,,18d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577733,Dog biting rear of horrible individual (4-3),SHARPEI,,20d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577734,Having fewer words in printer's error (6),TERSER,,21d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577735,Desert animal arrived and left (5),CAMEL,,23d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
577736,"Quick, run away from one of them (5)",FLEET,,24d,,"NY Times, Sunday, May 14, 2000 Cryptic Crossword",nytimes/C May1400.2.puz,nytimes
575590,Place to wash a heavy horn (4),TUBA,,1a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575591,"For me, America is mankind's friend (10)",PROMETHEUS,,3a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575592,Laughing out loud at a song by the Kinks (4),LOLA,,9a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575593,Optic hairs modified using old saws? (10),APHORISTIC,,10a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575594,Gene in existence is hard to grasp (11),BEWILDERING,,11a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575595,Quite an odd relic (7),ANTIQUE,,15a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575596,An eradicator's job concerning Metro track (7),REMOVAL,,16a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575597,A balancer's job part of the day (7),EVENING,,17a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575598,Greeting cards for pirates? (7),HIJACKS,,19a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575599,"In disguise, stage player makes heavenly entrance (6,5)",PEARLYGATES,,20a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575600,"Stupefying drink with exotic olive on top (4,6)",LOVEPOTION,,23a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575601,Please help a player who slugged for the Cubs (4),SOSA,,24a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575602,"Corner, in essence, maintains a mean sort of quality (10)",ORNERINESS,,25a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575603,A female figure in 1970s tennis (4),ASHE,,26a,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575604,Gossiper sounds like someone who moons you? (10),TALEBEARER,,1d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575605,"Outspoken beauty, if a sheepish sort (10)",BELLWETHER,,2d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575606,"Stormy petrel, empty or full (7)",REPLETE,,4d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575607,More brooding wasteland around fall (7),MOODIER,,5d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575608,"""Skinny Leg"" - a lively dance contrivance (11)",THINGAMAJIG,,6d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575609,U.F.O. fliers grabbing a diner offering (4),EATS,,7d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575610,Bit of hosiery and belt (4),SOCK,,8d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575611,"Fifty-one pounds, pop, for each office product (6,5)",LIQUIDPAPER,,12d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575612,Nova Scotia reassigned people's hobbies (10),AVOCATIONS,,13d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575613,"Conservative fails with own near miss (5,5)",CLOSESHAVE,,14d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575614,Crime of corruption connected with writer of serial crime books (7),GRAFTON,,18d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575615,"Head of Hollywood admits honors, in a way (7)",HALLOWS,,19d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575616,Kind of saxophone blown a lot (4),ALTO,,21d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
575617,Hot spot in Slovenia (4),OVEN,,22d,,"NY Times, Sunday, May 10, 2015 Cryptic Crossword",nytimes/C May1015.2.puz,nytimes
576678,"Saturn, to a wandering space traveler (9)",ASTRONAUT,,1a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576679,A shot to upset Big Brother? (5),ABBOT,,6a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576680,Article of faith from the East or the West (5),TENET,,9a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576681,Listen to guy play the guitar - it really sucks (9),MAELSTROM,,10a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576682,Augments groups of buildings (9),COMPOUNDS,,11a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576683,First pair of trainees finish course (5),TREND,,12a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576684,Sound from a pen: no writing fluid (4),OINK,,13a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576685,Player at the ballpark roasting nuts (8),ORGANIST,,14a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576686,"Patsy makes Ray crazy (4,4)",EASYMARK,,19a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576687,Boom box (4),SPAR,,20a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576688,Archaic language includes metallic sound (5),CLANG,,23a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576689,"Around mid-January, chairman reorganized part of China (9)",MANCHURIA,,25a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576690,"Strip-mined salt, oddly (9)",DISMANTLE,,26a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576691,Ring fitted with red gem (5),PEARL,,27a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576692,Note the payment to the church (5),TITHE,,28a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576693,Carol admitted something unique (9),SINGLETON,,29a,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576694,I gag after painting vegetable (9),ARTICHOKE,,1d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576695,English people in pavilions and apartments (9),TENEMENTS,,2d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576696,Choice work time: 10-noon (6),OPTION,,3d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576697,Eccentric old man is some kind of nut (6),ALMOND,,4d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576698,Possibly rate certain prize (8),TREASURE,,5d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576699,A Latina's surprisingly from a region of France (8),ALSATIAN,,6d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576700,"Exclude, for example, returning boat (5)",BARGE,,7d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576701,"Bashful, Dopey and one tagged ""Contrary"" (5)",TIMID,,8d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576702,I'm left with insect of great significance (9),IMPORTANT,,15d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576703,Something that covers Simon inside wrecked train (9),TARPAULIN,,16d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576704,Government's leader in Arab state to leave the country (8),EMIGRATE,,17d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576705,Chatters about one thousand monkeys (8),PRIMATES,,18d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576706,"Reportedly, one after the other put in a P.O.W. camp (6)",INTERN,,21d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576707,Fellow atop the Spanish church (6),CHAPEL,,22d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576708,Future officer (not a gentleman) ate crudely (5),CADET,,23d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576709,Cassette containing something of value (5),ASSET,,24d,,"NY Times, Sunday, March 4, 2001 Cryptic Crossword",nytimes/C Mar0401.2.puz,nytimes
576960,Manuscript contains regressive tax rates (6),MERITS,,1a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576961,Mrs. Truman eating a head of lettuce like a fillet (8),BONELESS,,4a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576962,Ballad for each family member not a clergyman (9),LAYPERSON,,9a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576963,Praise former ring loudly (5),EXTOL,,11a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576964,"Alternative to pot, crack - a remedy for all ills (7)",PANACEA,,12a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576965,"Saying ""Excellent pair of farm animals"" (7)",EPIGRAM,,13a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576966,"Ridiculous, like part of a window? (5)",SILLY,,14a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576967,"Ms. Turner consuming dip, pasta (7)",LASAGNA,,16a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576968,"The first letter in Paris or Rome, e.g. (7)",CAPITAL,,19a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576969,Is unable to love a piece of poetry (5),CANTO,,21a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576970,Dog with rump cut short (7),CURTAIL,,23a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576971,Intend to wear torn clothing (7),RAIMENT,,25a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576972,Choral work a little bit tentative at first (5),MOTET,,27a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576973,Running around to share love (9),ADORATION,,28a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576974,Introduced new resident (8),INSERTED,,29a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576975,Watch out: fighting interrupts social gathering (6),BEWARE,,30a,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576976,Fog-shrouded broken pole is a distance marker (8),MILEPOST,,1d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576977,Skate on man-made fabric (5),RAYON,,2d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576978,Sweet claret drunk before the end of May (7),TREACLY,,3d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576979,480 grains formerly containing uranium (5),OUNCE,,5d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576980,Using a plane when it starts to get dark (7),EVENING,,6d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576981,"Have company record ""Ain't Misbehavin'"" (9)",ENTERTAIN,,7d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576982,"I'm, sad to say, returning luncheon meat (6)",SALAMI,,8d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576983,Carmine's cousin Mark gave permission (7),SCARLET,,10d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576984,"Tears, fifty-one tears, spilled (9)",LACERATES,,15d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576985,Bitter nurse in southern Italian city (7),SALERNO,,17d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576986,"Go on about one unit, perhaps (8)",CONTINUE,,18d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576987,Glib talk about large serving dish (7),PLATTER,,20d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576988,Change company in time (7),COINAGE,,21d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576989,Seafood dish is served up outside military quarters (6),SCAMPI,,22d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576990,Go do what trees do (5),LEAVE,,24d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
576991,Relatives holding back musical (5),EVITA,,26d,,"NY Times, Sunday, March 31, 2013 Cryptic Crossword",nytimes/C Mar3113.2.puz,nytimes
577366,Shift careers after failing fractions (6),FIFTHS,,1a,,"NY Times, Sunday, March 30, 2003 Cryptic Crossword",nytimes/C Mar3003.2.puz,nytimes
577367,"Emergency treatment is adrift at sea (5,3)",FIRSTAID,,4a,,"NY Times, Sunday, March 30, 2003 Cryptic Crossword",nytimes/C Mar3003.2.puz,nytimes
577368,Ceramic material part of research in archaeology (5),CHINA,,9a,,"NY Times, Sunday, March 30, 2003 Cryptic Crossword",nytimes/C Mar3003.2.puz,nytimes
577369,Endlessly picking up E.T.'s theater candies (9),RAISINETS,,10a,,"NY Times, Sunday, March 30, 2003 Cryptic Crossword",nytimes/C Mar3003.2.puz,nytimes
577370,"Gold sign misspelled ""Rooms for rent"" (8)",LODGINGS,,11a,,"NY Times, Sunday, March 30, 2003 Cryptic Crossword",nytimes/C Mar3003.2.puz,nytimes
577371,Fish glides on ice (6),SKATES,,12a,,"NY Times, Sunday, March 30, 2003 Cryptic Crossword",nytimes/C Mar3003.2.puz,nytimes
577372,"Mediocre food, say (4)",FAIR,,14a,,"NY Times, Sunday, March 30, 2003 Cryptic Crossword",nytimes/C Mar3003.2.puz,nytimes
577373,Inquire about actress Hatcher's star (8),ASTERISK,,15a,,"NY Times, Sunday, March 30, 2003 Cryptic Crossword",nytimes/C Mar3003.2.puz,nytimes
577374,"In Spain, that is consuming smooth coffee (8)",ESPRESSO,,19a,,"NY Times, Sunday, March 30, 2003 Cryptic Crossword",nytimes/C Mar3003.2.puz,nytimes
577375,Throw a coin in a volcano the wrong way (4),ANTE,,20a,,"NY Times, Sunday, March 30, 2003 Cryptic Crossword",nytimes/C Mar3003.2.puz,nytimes
577376,"Isolated ""Tarzan"" actor changing heading from right to left (6)",LONELY,,23a,,"NY Times, Sunday, March 30, 2003 Cryptic Crossword",nytimes/C Mar3003.2.puz,nytimes
